Genotype	Trait	2019/Preston	Mean	CV (%)
NxB-RIL-371-1	V2	2.15	2.15	.
NxB-RIL-371-10	V2	2.24	2.24	.
NxB-RIL-371-11	V2	2.23	2.23	.
NxB-RIL-371-12	V2	4.74	4.74	.
NxB-RIL-371-13	V2	3.23	3.23	.
NxB-RIL-371-14	V2	1.64	1.64	.
NxB-RIL-371-15	V2	3.45	3.45	.
NxB-RIL-371-17	V2	2.64	2.64	.
NxB-RIL-371-18	V2	2.96	2.96	.
NxB-RIL-371-19	V2	0.86	0.86	.
NxB-RIL-371-2	V2	2.48	2.48	.
NxB-RIL-371-20	V2	2.99	2.99	.
NxB-RIL-371-21	V2	3.57	3.57	.
NxB-RIL-371-22	V2	1.31	1.31	.
NxB-RIL-371-3	V2	3.06	3.06	.
NxB-RIL-371-6	V2	3.99	3.99	.
NxB-RIL-371-7	V2	2.27	2.27	.
NxB-RIL-371-8	V2	2.91	2.91	.
NxB-RIL-371-9	V2	1.22	1.22	.
NxB-RIL-372-1	V2	3.13	3.13	.
NxB-RIL-372-10	V2	2.24	2.24	.
NxB-RIL-372-11	V2	0.71	0.71	.
NxB-RIL-372-12	V2	1.95	1.95	.
NxB-RIL-372-13	V2	2.27	2.27	.
NxB-RIL-372-14	V2	2.52	2.52	.
NxB-RIL-372-15	V2	2.72	2.72	.
NxB-RIL-372-16	V2	2.96	2.96	.
NxB-RIL-372-19	V2	2.88	2.88	.
NxB-RIL-372-20	V2	1.66	1.66	.
NxB-RIL-372-21	V2	2.71	2.71	.
NxB-RIL-372-22	V2	3.13	3.13	.
NxB-RIL-372-23	V2	3.78	3.78	.
NxB-RIL-372-24	V2	1.27	1.27	.
NxB-RIL-372-26	V2	2.29	2.29	.
NxB-RIL-372-27	V2	2.95	2.95	.
NxB-RIL-372-28	V2	1.92	1.92	.
NxB-RIL-372-29	V2	3.1	3.1	.
NxB-RIL-372-30	V2	2.83	2.83	.
NxB-RIL-372-31	V2	1.46	1.46	.
NxB-RIL-372-4	V2	2.23	2.23	.
NxB-RIL-372-5	V2	0.86	0.86	.
NxB-RIL-372-6	V2	3.13	3.13	.
NxB-RIL-372-7	V2	1.13	1.13	.
NxB-RIL-372-9	V2	2.52	2.52	.
NxB-RIL-373-1	V2	2.29	2.29	.
NxB-RIL-373-10	V2	2.13	2.13	.
NxB-RIL-373-11	V2	5.32	5.32	.
NxB-RIL-373-12	V2	3.88	3.88	.
NxB-RIL-373-13	V2	3.95	3.95	.
NxB-RIL-373-14	V2	1.95	1.95	.
NxB-RIL-373-15	V2	2.32	2.32	.
NxB-RIL-373-16	V2	3.95	3.95	.
NxB-RIL-373-17	V2	0.71	0.71	.
NxB-RIL-373-18	V2	1.46	1.46	.
NxB-RIL-373-19	V2	1.68	1.68	.
NxB-RIL-373-2	V2	3.27	3.27	.
NxB-RIL-373-20	V2	3.57	3.57	.
NxB-RIL-373-21	V2	2.53	2.53	.
NxB-RIL-373-22	V2	0.9	0.9	.
NxB-RIL-373-23	V2	2.91	2.91	.
NxB-RIL-373-24	V2	2.98	2.98	.
NxB-RIL-373-25	V2	2.13	2.13	.
NxB-RIL-373-26	V2	3.1	3.1	.
NxB-RIL-373-27	V2	2.47	2.47	.
NxB-RIL-373-28	V2	4.97	4.97	.
NxB-RIL-373-29	V2	3.24	3.24	.
NxB-RIL-373-3	V2	1.27	1.27	.
NxB-RIL-373-30	V2	2.31	2.31	.
NxB-RIL-373-31	V2	1.64	1.64	.
NxB-RIL-373-4	V2	1.71	1.71	.
NxB-RIL-373-5	V2	2.06	2.06	.
NxB-RIL-373-6	V2	1.71	1.71	.
NxB-RIL-373-7	V2	3.15	3.15	.
NxB-RIL-373-8	V2	1.86	1.86	.
NxB-RIL-373-9	V2	3.53	3.53	.
NxB-RIL-374-10	V2	2.48	2.48	.
NxB-RIL-374-12	V2	2.78	2.78	.
NxB-RIL-374-13	V2	2.86	2.86	.
NxB-RIL-374-14	V2	3.13	3.13	.
NxB-RIL-374-15	V2	0.46	0.46	.
NxB-RIL-374-16	V2	2.45	2.45	.
NxB-RIL-374-17	V2	3.66	3.66	.
NxB-RIL-374-18	V2	2.72	2.72	.
NxB-RIL-374-19	V2	3.46	3.46	.
NxB-RIL-374-2	V2	2.03	2.03	.
NxB-RIL-374-21	V2	1.88	1.88	.
NxB-RIL-374-22	V2	2.07	2.07	.
NxB-RIL-374-23	V2	1.92	1.92	.
NxB-RIL-374-24	V2	2.88	2.88	.
NxB-RIL-374-25	V2	4.23	4.23	.
NxB-RIL-374-26	V2	4.12	4.12	.
NxB-RIL-374-27	V2	1.38	1.38	.
NxB-RIL-374-28	V2	1.56	1.56	.
NxB-RIL-374-29	V2	.	.	.
NxB-RIL-374-3	V2	0.2	0.2	.
NxB-RIL-374-30	V2	3.57	3.57	.
NxB-RIL-374-31	V2	1.82	1.82	.
NxB-RIL-374-4	V2	2.42	2.42	.
NxB-RIL-374-5	V2	0.97	0.97	.
NxB-RIL-374-6	V2	3.29	3.29	.
NxB-RIL-374-9	V2	2.82	2.82	.
NxB-RIL-375-1	V2	2.32	2.32	.
NxB-RIL-375-10	V2	2.03	2.03	.
NxB-RIL-375-11	V2	3.53	3.53	.
NxB-RIL-375-12	V2	1.38	1.38	.
NxB-RIL-375-13	V2	1.92	1.92	.
NxB-RIL-375-14	V2	3.93	3.93	.
NxB-RIL-375-15	V2	2.67	2.67	.
NxB-RIL-375-17	V2	2.57	2.57	.
NxB-RIL-375-18	V2	0.91	0.91	.
NxB-RIL-375-19	V2	0.9	0.9	.
NxB-RIL-375-2	V2	4.55	4.55	.
NxB-RIL-375-20	V2	1.57	1.57	.
NxB-RIL-375-21	V2	2.42	2.42	.
NxB-RIL-375-22	V2	1.24	1.24	.
NxB-RIL-375-23	V2	2.31	2.31	.
NxB-RIL-375-3	V2	1.97	1.97	.
NxB-RIL-375-4	V2	1.78	1.78	.
NxB-RIL-375-5	V2	1.42	1.42	.
NxB-RIL-375-6	V2	3.42	3.42	.
NxB-RIL-375-7	V2	2.78	2.78	.
NxB-RIL-375-8	V2	0.51	0.51	.
NxB-RIL-375-9	V2	1.71	1.71	.
Bison1	V3	2.15	2.15	.
Bison2	V3	2.63	2.63	.
Bison3	V3	2.15	2.15	.
Bison4	V3	1.15	1.15	.
Bison5	V3	4.15	4.15	.
BxN-RIL-346-1	V3	2.15	2.15	.
BxN-RIL-346-11	V3	1.15	1.15	.
BxN-RIL-346-13	V3	3.15	3.15	.
BxN-RIL-346-14	V3	1.63	1.63	.
BxN-RIL-346-16	V3	1.15	1.15	.
BxN-RIL-346-17	V3	1.15	1.15	.
BxN-RIL-346-18	V3	1.63	1.63	.
BxN-RIL-346-19	V3	2.15	2.15	.
BxN-RIL-346-2	V3	3.15	3.15	.
BxN-RIL-346-20	V3	3.15	3.15	.
BxN-RIL-346-21	V3	1.63	1.63	.
BxN-RIL-346-22	V3	4.67	4.67	.
BxN-RIL-346-23	V3	2.67	2.67	.
BxN-RIL-346-24	V3	4.63	4.63	.
BxN-RIL-346-25	V3	4.15	4.15	.
BxN-RIL-346-27	V3	2.63	2.63	.
BxN-RIL-346-28	V3	4.15	4.15	.
BxN-RIL-346-3	V3	4.15	4.15	.
BxN-RIL-346-5	V3	1.15	1.15	.
BxN-RIL-346-6	V3	2.63	2.63	.
BxN-RIL-346-7	V3	2.15	2.15	.
BxN-RIL-346-8	V3	2.63	2.63	.
BxN-RIL-346-9	V3	4.15	4.15	.
BxN-RIL-347-10	V3	3.15	3.15	.
BxN-RIL-347-11	V3	2.63	2.63	.
BxN-RIL-347-12	V3	1.15	1.15	.
BxN-RIL-347-13	V3	2.15	2.15	.
BxN-RIL-347-15	V3	1.15	1.15	.
BxN-RIL-347-16	V3	2.15	2.15	.
BxN-RIL-347-17	V3	1.15	1.15	.
BxN-RIL-347-18	V3	3.15	3.15	.
BxN-RIL-347-19	V3	1.15	1.15	.
BxN-RIL-347-2	V3	2.63	2.63	.
BxN-RIL-347-20	V3	0.63	0.63	.
BxN-RIL-347-21	V3	2.15	2.15	.
BxN-RIL-347-22	V3	1.67	1.67	.
BxN-RIL-347-23	V3	2.63	2.63	.
BxN-RIL-347-24	V3	2.15	2.15	.
BxN-RIL-347-3	V3	3.15	3.15	.
BxN-RIL-347-4	V3	5.15	5.15	.
BxN-RIL-347-5	V3	4.15	4.15	.
BxN-RIL-347-6	V3	1.15	1.15	.
BxN-RIL-347-7	V3	1.63	1.63	.
BxN-RIL-347-8	V3	2.63	2.63	.
BxN-RIL-347-9	V3	2.67	2.67	.
BxN-RIL-348-10	V3	1.67	1.67	.
BxN-RIL-348-11	V3	3.63	3.63	.
BxN-RIL-348-13	V3	3.63	3.63	.
BxN-RIL-348-14	V3	2.63	2.63	.
BxN-RIL-348-15	V3	3.63	3.63	.
BxN-RIL-348-16	V3	1.63	1.63	.
BxN-RIL-348-17	V3	1.63	1.63	.
BxN-RIL-348-18	V3	1.63	1.63	.
BxN-RIL-348-19	V3	1.15	1.15	.
BxN-RIL-348-2	V3	2.63	2.63	.
BxN-RIL-348-20	V3	3.15	3.15	.
BxN-RIL-348-21	V3	3.15	3.15	.
BxN-RIL-348-23	V3	4.15	4.15	.
BxN-RIL-348-24	V3	2.15	2.15	.
BxN-RIL-348-26	V3	2.63	2.63	.
BxN-RIL-348-3	V3	3.63	3.63	.
BxN-RIL-348-4	V3	2.15	2.15	.
BxN-RIL-348-5	V3	1.15	1.15	.
BxN-RIL-348-6	V3	1.15	1.15	.
BxN-RIL-348-7	V3	1.15	1.15	.
BxN-RIL-348-8	V3	3.63	3.63	.
BxN-RIL-348-9	V3	3.15	3.15	.
BxN-RIL-349-1	V3	2.63	2.63	.
BxN-RIL-349-10	V3	1.67	1.67	.
BxN-RIL-349-11	V3	1.67	1.67	.
BxN-RIL-349-12	V3	3.15	3.15	.
BxN-RIL-349-13	V3	0.63	0.63	.
BxN-RIL-349-16	V3	4.15	4.15	.
BxN-RIL-349-17	V3	2.15	2.15	.
BxN-RIL-349-18	V3	2.63	2.63	.
BxN-RIL-349-19	V3	2.15	2.15	.
BxN-RIL-349-2	V3	2.15	2.15	.
BxN-RIL-349-20	V3	2.15	2.15	.
BxN-RIL-349-21	V3	2.63	2.63	.
BxN-RIL-349-22	V3	1.15	1.15	.
BxN-RIL-349-23	V3	3.63	3.63	.
BxN-RIL-349-24	V3	1.67	1.67	.
BxN-RIL-349-4	V3	2.15	2.15	.
BxN-RIL-349-5	V3	1.15	1.15	.
BxN-RIL-349-6	V3	2.63	2.63	.
BxN-RIL-349-8	V3	1.15	1.15	.
BxN-RIL-349-9	V3	2.63	2.63	.
BxN-RIL-350-1	V3	2.15	2.15	.
BxN-RIL-350-10	V3	0.63	0.63	.
BxN-RIL-350-11	V3	3.15	3.15	.
BxN-RIL-350-12	V3	1.15	1.15	.
BxN-RIL-350-13	V3	5.15	5.15	.
BxN-RIL-350-14	V3	2.15	2.15	.
BxN-RIL-350-15	V3	1.63	1.63	.
BxN-RIL-350-16	V3	4.63	4.63	.
BxN-RIL-350-18	V3	3.63	3.63	.
BxN-RIL-350-19	V3	3.15	3.15	.
BxN-RIL-350-2	V3	2.63	2.63	.
BxN-RIL-350-20	V3	0.63	0.63	.
BxN-RIL-350-21	V3	1.63	1.63	.
BxN-RIL-350-22	V3	3.15	3.15	.
BxN-RIL-350-3	V3	1.15	1.15	.
BxN-RIL-350-5	V3	4.15	4.15	.
BxN-RIL-350-6	V3	3.63	3.63	.
BxN-RIL-350-7	V3	1.67	1.67	.
BxN-RIL-350-8	V3	4.63	4.63	.
BxN-RIL-351-1	V3	2.63	2.63	.
BxN-RIL-351-11	V3	3.15	3.15	.
BxN-RIL-351-12	V3	3.15	3.15	.
BxN-RIL-351-13	V3	1.15	1.15	.
BxN-RIL-351-14	V3	2.67	2.67	.
BxN-RIL-351-16	V3	3.15	3.15	.
BxN-RIL-351-18	V3	2.63	2.63	.
BxN-RIL-351-19	V3	3.63	3.63	.
BxN-RIL-351-2	V3	2.15	2.15	.
BxN-RIL-351-21	V3	5.15	5.15	.
BxN-RIL-351-22	V3	3.15	3.15	.
BxN-RIL-351-23	V3	2.63	2.63	.
BxN-RIL-351-24	V3	1.15	1.15	.
BxN-RIL-351-4	V3	2.63	2.63	.
BxN-RIL-351-5	V3	3.63	3.63	.
BxN-RIL-351-6	V3	1.67	1.67	.
BxN-RIL-351-8	V3	1.63	1.63	.
BxN-RIL-351-9	V3	2.15	2.15	.
BxN-RIL-352-1	V3	4.15	4.15	.
BxN-RIL-352-11	V3	1.67	1.67	.
BxN-RIL-352-12	V3	3.15	3.15	.
BxN-RIL-352-13	V3	1.63	1.63	.
BxN-RIL-352-14	V3	1.15	1.15	.
BxN-RIL-352-15	V3	4.15	4.15	.
BxN-RIL-352-16	V3	1.63	1.63	.
BxN-RIL-352-17	V3	3.15	3.15	.
BxN-RIL-352-18	V3	1.15	1.15	.
BxN-RIL-352-19	V3	4.15	4.15	.
BxN-RIL-352-2	V3	2.63	2.63	.
BxN-RIL-352-20	V3	4.63	4.63	.
BxN-RIL-352-22	V3	1.63	1.63	.
BxN-RIL-352-23	V3	3.15	3.15	.
BxN-RIL-352-24	V3	2.63	2.63	.
BxN-RIL-352-26	V3	3.15	3.15	.
BxN-RIL-352-27	V3	4.15	4.15	.
BxN-RIL-352-28	V3	1.63	1.63	.
BxN-RIL-352-5	V3	2.63	2.63	.
BxN-RIL-352-6	V3	1.67	1.67	.
BxN-RIL-352-9	V3	3.63	3.63	.
BxN-RIL-353-1	V3	3.15	3.15	.
BxN-RIL-353-10	V3	4.63	4.63	.
BxN-RIL-353-11	V3	3.63	3.63	.
BxN-RIL-353-12	V3	1.63	1.63	.
BxN-RIL-353-13	V3	2.63	2.63	.
BxN-RIL-353-14	V3	1.63	1.63	.
BxN-RIL-353-15	V3	3.15	3.15	.
BxN-RIL-353-16	V3	2.63	2.63	.
BxN-RIL-353-17	V3	2.67	2.67	.
BxN-RIL-353-18	V3	1.63	1.63	.
BxN-RIL-353-19	V3	4.15	4.15	.
BxN-RIL-353-2	V3	1.15	1.15	.
BxN-RIL-353-20	V3	2.67	2.67	.
BxN-RIL-353-22	V3	2.63	2.63	.
BxN-RIL-353-23	V3	2.63	2.63	.
BxN-RIL-353-25	V3	1.15	1.15	.
BxN-RIL-353-26	V3	3.15	3.15	.
BxN-RIL-353-3	V3	1.63	1.63	.
BxN-RIL-353-4	V3	2.15	2.15	.
BxN-RIL-353-5	V3	1.15	1.15	.
BxN-RIL-353-6	V3	2.15	2.15	.
BxN-RIL-353-7	V3	1.67	1.67	.
BxN-RIL-353-8	V3	2.63	2.63	.
BxN-RIL-353-9	V3	2.15	2.15	.
BxN-RIL-354-10	V3	3.15	3.15	.
BxN-RIL-354-11	V3	3.63	3.63	.
BxN-RIL-354-13	V3	4.11	4.11	.
BxN-RIL-354-14	V3	1.63	1.63	.
BxN-RIL-354-15	V3	1.11	1.11	.
BxN-RIL-354-16	V3	2.63	2.63	.
BxN-RIL-354-17	V3	2.63	2.63	.
BxN-RIL-354-18	V3	2.63	2.63	.
BxN-RIL-354-2	V3	0.63	0.63	.
BxN-RIL-354-20	V3	3.15	3.15	.
BxN-RIL-354-21	V3	1.15	1.15	.
BxN-RIL-354-23	V3	3.15	3.15	.
BxN-RIL-354-24	V3	1.67	1.67	.
BxN-RIL-354-26	V3	2.15	2.15	.
BxN-RIL-354-28	V3	3.67	3.67	.
BxN-RIL-354-29	V3	2.63	2.63	.
BxN-RIL-354-4	V3	4.15	4.15	.
BxN-RIL-354-5	V3	3.63	3.63	.
BxN-RIL-354-7	V3	2.67	2.67	.
BxN-RIL-354-8	V3	3.15	3.15	.
BxN-RIL-354-9	V3	2.15	2.15	.
BxN-RIL-355-1	V3	3.15	3.15	.
BxN-RIL-355-12	V3	5.15	5.15	.
BxN-RIL-355-13	V3	2.15	2.15	.
BxN-RIL-355-14	V3	0.63	0.63	.
BxN-RIL-355-15	V3	2.15	2.15	.
BxN-RIL-355-16	V3	5.15	5.15	.
BxN-RIL-355-17	V3	3.15	3.15	.
BxN-RIL-355-2	V3	1.15	1.15	.
BxN-RIL-355-20	V3	3.63	3.63	.
BxN-RIL-355-21	V3	2.15	2.15	.
BxN-RIL-355-22	V3	3.63	3.63	.
BxN-RIL-355-23	V3	3.63	3.63	.
BxN-RIL-355-26	V3	1.63	1.63	.
BxN-RIL-355-27	V3	1.63	1.63	.
BxN-RIL-355-3	V3	3.67	3.67	.
BxN-RIL-355-4	V3	2.63	2.63	.
BxN-RIL-355-5	V3	3.67	3.67	.
BxN-RIL-355-6	V3	2.15	2.15	.
BxN-RIL-355-7	V3	2.15	2.15	.
BxN-RIL-355-8	V3	2.63	2.63	.
BxN-RIL-355-9	V3	4.63	4.63	.
BxN-RIL-356-1	V3	1.63	1.63	.
BxN-RIL-356-10	V3	3.67	3.67	.
BxN-RIL-356-12	V3	2.63	2.63	.
BxN-RIL-356-13	V3	1.63	1.63	.
BxN-RIL-356-14	V3	3.67	3.67	.
BxN-RIL-356-15	V3	4.67	4.67	.
BxN-RIL-356-16	V3	3.63	3.63	.
BxN-RIL-356-17	V3	1.63	1.63	.
BxN-RIL-356-18	V3	3.63	3.63	.
BxN-RIL-356-19	V3	3.67	3.67	.
BxN-RIL-356-2	V3	4.15	4.15	.
BxN-RIL-356-20	V3	2.11	2.11	.
BxN-RIL-356-21	V3	3.15	3.15	.
BxN-RIL-356-22	V3	3.67	3.67	.
BxN-RIL-356-23	V3	3.15	3.15	.
BxN-RIL-356-3	V3	2.63	2.63	.
BxN-RIL-356-4	V3	3.15	3.15	.
BxN-RIL-356-5	V3	4.15	4.15	.
BxN-RIL-356-6	V3	4.63	4.63	.
BxN-RIL-356-7	V3	3.67	3.67	.
BxN-RIL-356-9	V3	0.63	0.63	.
BxN-RIL-357-1	V3	3.63	3.63	.
BxN-RIL-357-11	V3	3.15	3.15	.
BxN-RIL-357-12	V3	1.63	1.63	.
BxN-RIL-357-13	V3	0.63	0.63	.
BxN-RIL-357-15	V3	1.67	1.67	.
BxN-RIL-357-16	V3	1.15	1.15	.
BxN-RIL-357-18	V3	5.15	5.15	.
BxN-RIL-357-19	V3	0.63	0.63	.
BxN-RIL-357-2	V3	3.11	3.11	.
BxN-RIL-357-20	V3	2.63	2.63	.
BxN-RIL-357-21	V3	4.63	4.63	.
BxN-RIL-357-22	V3	1.63	1.63	.
BxN-RIL-357-23	V3	1.15	1.15	.
BxN-RIL-357-24	V3	2.15	2.15	.
BxN-RIL-357-25	V3	3.15	3.15	.
BxN-RIL-357-26	V3	2.15	2.15	.
BxN-RIL-357-27	V3	3.67	3.67	.
BxN-RIL-357-30	V3	3.15	3.15	.
BxN-RIL-357-31	V3	4.15	4.15	.
BxN-RIL-357-32	V3	2.15	2.15	.
BxN-RIL-357-4	V3	2.15	2.15	.
BxN-RIL-357-5	V3	1.15	1.15	.
BxN-RIL-357-7	V3	1.63	1.63	.
BxN-RIL-357-8	V3	1.67	1.67	.
BxN-RIL-357-9	V3	2.63	2.63	.
BxN-RIL-358-1	V3	1.67	1.67	.
BxN-RIL-358-10	V3	3.63	3.63	.
BxN-RIL-358-11	V3	3.15	3.15	.
BxN-RIL-358-12	V3	2.63	2.63	.
BxN-RIL-358-13	V3	3.63	3.63	.
BxN-RIL-358-14	V3	3.15	3.15	.
BxN-RIL-358-15	V3	1.15	1.15	.
BxN-RIL-358-19	V3	3.15	3.15	.
BxN-RIL-358-20	V3	3.15	3.15	.
BxN-RIL-358-21	V3	4.63	4.63	.
BxN-RIL-358-22	V3	3.15	3.15	.
BxN-RIL-358-23	V3	3.15	3.15	.
BxN-RIL-358-24	V3	1.15	1.15	.
BxN-RIL-358-25	V3	0.63	0.63	.
BxN-RIL-358-26	V3	5.15	5.15	.
BxN-RIL-358-27	V3	1.63	1.63	.
BxN-RIL-358-28	V3	1.15	1.15	.
BxN-RIL-358-29	V3	4.11	4.11	.
BxN-RIL-358-3	V3	3.15	3.15	.
BxN-RIL-358-30	V3	2.15	2.15	.
BxN-RIL-358-31	V3	2.15	2.15	.
BxN-RIL-358-4	V3	3.15	3.15	.
BxN-RIL-358-6	V3	1.63	1.63	.
BxN-RIL-358-9	V3	3.15	3.15	.
BxN-RIL-359-1	V3	2.15	2.15	.
BxN-RIL-359-10	V3	2.63	2.63	.
BxN-RIL-359-11	V3	2.15	2.15	.
BxN-RIL-359-12	V3	1.15	1.15	.
BxN-RIL-359-13	V3	5.15	5.15	.
BxN-RIL-359-14	V3	2.67	2.67	.
BxN-RIL-359-15	V3	3.63	3.63	.
BxN-RIL-359-16	V3	2.15	2.15	.
BxN-RIL-359-17	V3	4.11	4.11	.
BxN-RIL-359-18	V3	0.63	0.63	.
BxN-RIL-359-19	V3	2.15	2.15	.
BxN-RIL-359-2	V3	2.63	2.63	.
BxN-RIL-359-21	V3	3.15	3.15	.
BxN-RIL-359-22	V3	3.63	3.63	.
BxN-RIL-359-23	V3	1.15	1.15	.
BxN-RIL-359-24	V3	1.15	1.15	.
BxN-RIL-359-25	V3	3.63	3.63	.
BxN-RIL-359-26	V3	1.67	1.67	.
BxN-RIL-359-27	V3	1.67	1.67	.
BxN-RIL-359-28	V3	2.15	2.15	.
BxN-RIL-359-29	V3	3.63	3.63	.
BxN-RIL-359-30	V3	3.15	3.15	.
BxN-RIL-359-31	V3	4.63	4.63	.
BxN-RIL-359-4	V3	3.15	3.15	.
BxN-RIL-359-5	V3	2.63	2.63	.
BxN-RIL-359-6	V3	1.67	1.67	.
BxN-RIL-359-7	V3	1.63	1.63	.
BxN-RIL-359-8	V3	2.63	2.63	.
BxN-RIL-359-9	V3	1.15	1.15	.
BxN-RIL-360-1	V3	2.15	2.15	.
BxN-RIL-360-11	V3	2.67	2.67	.
BxN-RIL-360-12	V3	1.15	1.15	.
BxN-RIL-360-13	V3	3.15	3.15	.
BxN-RIL-360-14	V3	3.11	3.11	.
BxN-RIL-360-15	V3	2.63	2.63	.
BxN-RIL-360-16	V3	4.67	4.67	.
BxN-RIL-360-17	V3	3.15	3.15	.
BxN-RIL-360-18	V3	3.63	3.63	.
BxN-RIL-360-19	V3	0.63	0.63	.
BxN-RIL-360-2	V3	2.15	2.15	.
BxN-RIL-360-20	V3	2.63	2.63	.
BxN-RIL-360-21	V3	1.63	1.63	.
BxN-RIL-360-22	V3	4.15	4.15	.
BxN-RIL-360-23	V3	0.63	0.63	.
BxN-RIL-360-24	V3	2.15	2.15	.
BxN-RIL-360-25	V3	1.15	1.15	.
BxN-RIL-360-26	V3	4.63	4.63	.
BxN-RIL-360-27	V3	4.15	4.15	.
BxN-RIL-360-28	V3	3.15	3.15	.
BxN-RIL-360-29	V3	3.63	3.63	.
BxN-RIL-360-3	V3	2.15	2.15	.
BxN-RIL-360-30	V3	3.15	3.15	.
BxN-RIL-360-31	V3	2.63	2.63	.
BxN-RIL-360-32	V3	4.67	4.67	.
BxN-RIL-360-4	V3	3.63	3.63	.
BxN-RIL-360-5	V3	2.63	2.63	.
BxN-RIL-360-6	V3	2.15	2.15	.
BxN-RIL-360-7	V3	2.63	2.63	.
BxN-RIL-360-8	V3	1.67	1.67	.
Flanders	V3	3.15	3.15	.
NorLin	V3	2.63	2.63	.
Novelty	V3	3.15	3.15	.
Novelty1	V3	2.15	2.15	.
Novelty2	V3	5.15	5.15	.
Novelty3	V3	3.15	3.15	.
Novelty4	V3	5.15	5.15	.
Novelty5	V3	3.63	3.63	.
NxB-RIL-361-1	V3	2.63	2.63	.
NxB-RIL-361-10	V3	2.15	2.15	.
NxB-RIL-361-11	V3	3.63	3.63	.
NxB-RIL-361-12	V3	1.63	1.63	.
NxB-RIL-361-13	V3	2.15	2.15	.
NxB-RIL-361-14	V3	3.15	3.15	.
NxB-RIL-361-15	V3	2.63	2.63	.
NxB-RIL-361-16	V3	2.15	2.15	.
NxB-RIL-361-17	V3	1.63	1.63	.
NxB-RIL-361-18	V3	2.15	2.15	.
NxB-RIL-361-19	V3	3.63	3.63	.
NxB-RIL-361-2	V3	1.15	1.15	.
NxB-RIL-361-20	V3	3.67	3.67	.
NxB-RIL-361-21	V3	3.63	3.63	.
NxB-RIL-361-22	V3	2.63	2.63	.
NxB-RIL-361-23	V3	1.63	1.63	.
NxB-RIL-361-24	V3	0.63	0.63	.
NxB-RIL-361-25	V3	4.15	4.15	.
NxB-RIL-361-26	V3	1.63	1.63	.
NxB-RIL-361-27	V3	3.15	3.15	.
NxB-RIL-361-28	V3	1.15	1.15	.
NxB-RIL-361-3	V3	3.15	3.15	.
NxB-RIL-361-30	V3	1.15	1.15	.
NxB-RIL-361-31	V3	1.15	1.15	.
NxB-RIL-361-32	V3	5.15	5.15	.
NxB-RIL-361-33	V3	2.63	2.63	.
NxB-RIL-361-34	V3	3.63	3.63	.
NxB-RIL-361-4	V3	1.15	1.15	.
NxB-RIL-361-6	V3	1.67	1.67	.
NxB-RIL-361-7	V3	2.15	2.15	.
NxB-RIL-361-8	V3	1.67	1.67	.
NxB-RIL-361-9	V3	4.15	4.15	.
NxB-RIL-362-10	V3	2.67	2.67	.
NxB-RIL-362-11	V3	2.15	2.15	.
NxB-RIL-362-13	V3	2.15	2.15	.
NxB-RIL-362-14	V3	2.63	2.63	.
NxB-RIL-362-15	V3	3.63	3.63	.
NxB-RIL-362-16	V3	3.15	3.15	.
NxB-RIL-362-17	V3	3.63	3.63	.
NxB-RIL-362-18	V3	2.15	2.15	.
NxB-RIL-362-19	V3	3.15	3.15	.
NxB-RIL-362-2	V3	2.67	2.67	.
NxB-RIL-362-20	V3	3.15	3.15	.
NxB-RIL-362-21	V3	4.63	4.63	.
NxB-RIL-362-22	V3	1.67	1.67	.
NxB-RIL-362-26	V3	0.63	0.63	.
NxB-RIL-362-28	V3	1.15	1.15	.
NxB-RIL-362-3	V3	2.63	2.63	.
NxB-RIL-362-30	V3	4.15	4.15	.
NxB-RIL-362-31	V3	2.67	2.67	.
NxB-RIL-362-32	V3	4.63	4.63	.
NxB-RIL-362-33	V3	3.63	3.63	.
NxB-RIL-362-4	V3	5.15	5.15	.
NxB-RIL-362-5	V3	3.63	3.63	.
NxB-RIL-362-6	V3	2.63	2.63	.
NxB-RIL-362-8	V3	2.15	2.15	.
NxB-RIL-362-9	V3	3.63	3.63	.
NxB-RIL-363-1	V3	3.63	3.63	.
NxB-RIL-363-11	V3	0.63	0.63	.
NxB-RIL-363-12	V3	2.63	2.63	.
NxB-RIL-363-13	V3	5.15	5.15	.
NxB-RIL-363-14	V3	0.63	0.63	.
NxB-RIL-363-15	V3	1.15	1.15	.
NxB-RIL-363-16	V3	3.15	3.15	.
NxB-RIL-363-18	V3	3.15	3.15	.
NxB-RIL-363-19	V3	2.15	2.15	.
NxB-RIL-363-2	V3	5.15	5.15	.
NxB-RIL-363-20	V3	2.15	2.15	.
NxB-RIL-363-21	V3	4.15	4.15	.
NxB-RIL-363-24	V3	2.63	2.63	.
NxB-RIL-363-25	V3	3.63	3.63	.
NxB-RIL-363-26	V3	3.63	3.63	.
NxB-RIL-363-5	V3	1.15	1.15	.
NxB-RIL-363-6	V3	0.63	0.63	.
NxB-RIL-363-7	V3	3.63	3.63	.
NxB-RIL-363-8	V3	3.15	3.15	.
NxB-RIL-364-1	V3	3.15	3.15	.
NxB-RIL-364-10	V3	2.15	2.15	.
NxB-RIL-364-11	V3	5.15	5.15	.
NxB-RIL-364-12	V3	2.15	2.15	.
NxB-RIL-364-14	V3	5.15	5.15	.
NxB-RIL-364-15	V3	1.67	1.67	.
NxB-RIL-364-16	V3	1.15	1.15	.
NxB-RIL-364-17	V3	1.15	1.15	.
NxB-RIL-364-18	V3	3.63	3.63	.
NxB-RIL-364-19	V3	3.63	3.63	.
